No,Age,Education,Industry,Experience ,Marital Status,Own House,Dependents,Income,Loan Affordability
31660,35,Bachelor,Defense ,15,MARRIED,NO,1,90771.21255,NO
31669,29,Bachelor,Petroleum ,9,MARRIED,NO,2,79771.21255,YES
31670,39,Master,Pharmaceutical ,18,MARRIED,YES,0,86771.21255,YES
31672,44,Master,Pharmaceutical ,23,SINGLE,YES,2,85771.21255,NO
31680,26,Doctorate,Manufacturing,4,SINGLE,NO,2,93771.21255,NO
31682,43,Master,Defense ,22,SINGLE,NO,2,85771.21255,NO
31688,39,Master,Pharmaceutical ,18,SINGLE,YES,1,94771.21255,YES
31690,48,No schooling,Financial services ,30,SINGLE,NO,0,65771.21255,NO
31702,40,Doctorate,Software ,18,SINGLE,NO,0,77771.21255,NO
31716,41,High School,Hospitality ,22,SINGLE,YES,0,85771.21255,NO
31717,39,No schooling,Entertainment ,21,SINGLE,NO,1,76771.21255,YES
31721,35,No schooling,Defense ,17,SINGLE,NO,1,74771.21255,NO
31726,37,Bachelor,Financial services ,17,SINGLE,YES,1,74771.21255,YES
31727,38,Doctorate,Manufacturing,16,SINGLE,NO,3,95771.21255,YES
31731,46,Doctorate,Steel ,24,MARRIED,NO,1,77771.21255,NO
31732,46,Master,Transport ,25,SINGLE,NO,1,76771.21255,NO
31735,52,Bachelor,Defense ,32,SINGLE,YES,2,74771.21255,YES
31744,36,Bachelor,Petroleum ,16,SINGLE,NO,3,62771.21255,YES
31745,26,Master,Pharmaceutical ,5,SINGLE,YES,2,63771.21255,YES
31747,47,Master,Pharmaceutical ,26,SINGLE,YES,3,95771.21255,YES
31755,38,Doctorate,Manufacturing,16,SINGLE,NO,0,73771.21255,YES
31757,41,Master,Defense ,20,SINGLE,NO,1,97771.21255,YES
31763,55,Master,Pharmaceutical ,34,MARRIED,YES,1,69771.21255,NO
31765,45,No schooling,Financial services ,27,MARRIED,YES,3,86771.21255,NO
31777,46,Doctorate,Software ,24,SINGLE,YES,2,79771.21255,NO
31791,46,High School,Hospitality ,27,MARRIED,NO,1,73771.21255,NO
31792,51,No schooling,Entertainment ,33,SINGLE,YES,0,64771.21255,NO
31796,47,No schooling,Defense ,29,SINGLE,YES,3,68771.21255,NO
31801,36,Bachelor,Financial services ,16,SINGLE,NO,0,96771.21255,YES
31802,47,Doctorate,Manufacturing,25,SINGLE,NO,2,104771.2125,NO
31806,49,Doctorate,Steel ,27,MARRIED,YES,3,73771.21255,YES
31807,46,Master,Transport ,25,MARRIED,NO,2,82771.21255,NO
31810,43,Bachelor,Defense ,23,SINGLE,NO,0,97771.21255,NO
31819,44,Bachelor,Petroleum ,24,MARRIED,NO,0,76771.21255,YES
31820,39,Master,Pharmaceutical ,18,SINGLE,NO,0,72771.21255,NO
31822,47,Master,Pharmaceutical ,26,SINGLE,YES,3,75771.21255,YES
31830,55,Doctorate,Manufacturing,33,SINGLE,NO,3,96771.21255,YES
31832,30,Master,Defense ,9,MARRIED,YES,2,89771.21255,YES
31838,43,Master,Pharmaceutical ,22,SINGLE,NO,2,93771.21255,YES
31840,54,No schooling,Financial services ,36,SINGLE,NO,3,62771.21255,NO
31852,43,Doctorate,Software ,21,SINGLE,YES,0,80771.21255,NO
31866,43,High School,Hospitality ,24,SINGLE,NO,3,70771.21255,NO
31867,25,No schooling,Entertainment ,7,SINGLE,YES,1,80771.21255,NO
31871,46,No schooling,Defense ,28,MARRIED,NO,1,68771.21255,YES
31876,53,Bachelor,Financial services ,33,SINGLE,YES,0,95771.21255,YES
31877,49,Doctorate,Manufacturing,27,MARRIED,YES,2,78771.21255,NO
31881,50,Doctorate,Steel ,28,MARRIED,YES,2,92771.21255,YES
31882,53,Master,Transport ,32,SINGLE,NO,2,91771.21255,NO
31885,25,Bachelor,Defense ,5,SINGLE,NO,2,71771.21255,YES
31894,45,Bachelor,Petroleum ,25,MARRIED,NO,2,72771.21255,NO
31895,50,Master,Pharmaceutical ,29,SINGLE,YES,2,90771.21255,NO
31897,37,Master,Pharmaceutical ,16,SINGLE,NO,1,88771.21255,YES
31905,44,Doctorate,Manufacturing,22,SINGLE,YES,2,82771.21255,NO
31907,46,Master,Defense ,25,MARRIED,NO,3,92771.21255,YES
31913,37,Master,Pharmaceutical ,16,SINGLE,YES,0,65771.21255,NO
31915,28,No schooling,Financial services ,10,SINGLE,NO,1,67771.21255,NO
31927,47,Doctorate,Software ,25,SINGLE,NO,3,89771.21255,NO
31941,42,High School,Hospitality ,23,MARRIED,YES,2,70771.21255,YES
31942,46,No schooling,Entertainment ,28,SINGLE,YES,0,74771.21255,YES
31946,30,No schooling,Defense ,12,SINGLE,NO,2,55771.21255,YES
31951,53,Bachelor,Financial services ,33,SINGLE,NO,1,70771.21255,NO
31952,25,Doctorate,Manufacturing,3,MARRIED,YES,2,75771.21255,NO
31956,34,Doctorate,Steel ,12,MARRIED,NO,2,93771.21255,YES
31957,54,Master,Transport ,33,SINGLE,NO,0,76771.21255,NO
31960,31,Bachelor,Defense ,11,MARRIED,NO,3,95771.21255,NO
31969,38,Bachelor,Petroleum ,18,SINGLE,NO,1,83771.21255,YES
31970,54,Master,Pharmaceutical ,33,MARRIED,NO,1,96771.21255,YES
31972,27,Master,Pharmaceutical ,6,SINGLE,NO,3,77771.21255,YES
31980,34,Doctorate,Manufacturing,12,SINGLE,YES,2,80771.21255,YES
31982,37,Master,Defense ,16,SINGLE,NO,2,76771.21255,NO
31988,46,Master,Pharmaceutical ,25,SINGLE,YES,0,69771.21255,NO
31990,46,No schooling,Financial services ,28,MARRIED,YES,1,70771.21255,YES
32002,41,Doctorate,Software ,19,SINGLE,YES,2,97771.21255,NO
32016,29,High School,Hospitality ,10,MARRIED,NO,3,86771.21255,NO
32017,36,No schooling,Entertainment ,18,SINGLE,NO,2,71771.21255,NO
32021,53,No schooling,Defense ,35,SINGLE,YES,3,70771.21255,NO
32026,26,Bachelor,Financial services ,6,SINGLE,NO,0,83771.21255,NO
32027,42,Doctorate,Manufacturing,20,MARRIED,NO,0,79771.21255,YES
32031,43,Doctorate,Steel ,21,SINGLE,NO,0,92771.21255,NO
32032,25,Master,Transport ,4,SINGLE,YES,2,72771.21255,YES
32035,28,Bachelor,Defense ,8,MARRIED,YES,0,67771.21255,NO
32044,50,Bachelor,Petroleum ,30,MARRIED,NO,2,70771.21255,YES
32045,26,Master,Pharmaceutical ,5,SINGLE,NO,0,93771.21255,NO
32047,30,Master,Pharmaceutical ,9,SINGLE,YES,0,77771.21255,NO
32055,40,Doctorate,Manufacturing,18,SINGLE,YES,3,95771.21255,NO
32057,47,Master,Defense ,26,MARRIED,YES,0,98771.21255,NO
32063,41,Master,Pharmaceutical ,20,SINGLE,YES,1,78771.21255,YES
32065,41,No schooling,Financial services ,23,SINGLE,NO,1,61771.21255,NO
32077,42,Doctorate,Software ,20,MARRIED,NO,2,77771.21255,NO
32091,53,High School,Hospitality ,34,MARRIED,NO,1,80771.21255,NO
32092,26,No schooling,Entertainment ,8,SINGLE,YES,1,63771.21255,YES
32096,30,No schooling,Defense ,12,SINGLE,NO,2,84771.21255,YES
32101,29,Bachelor,Financial services ,9,MARRIED,YES,1,84771.21255,YES
32102,38,Doctorate,Manufacturing,16,SINGLE,YES,0,84771.21255,YES
32106,40,Doctorate,Steel ,18,MARRIED,NO,2,71771.21255,NO
32107,35,Master,Transport ,14,SINGLE,NO,0,78771.21255,NO
32110,36,Bachelor,Defense ,16,SINGLE,NO,3,74771.21255,NO
32119,35,Bachelor,Petroleum ,15,MARRIED,NO,2,79771.21255,YES
32120,45,Master,Pharmaceutical ,24,SINGLE,YES,1,89771.21255,NO
32122,53,Master,Pharmaceutical ,32,SINGLE,NO,3,77771.21255,NO
32130,41,Doctorate,Manufacturing,19,SINGLE,NO,2,80771.21255,NO
32132,38,Master,Defense ,17,SINGLE,NO,1,93771.21255,NO
32138,53,Master,Pharmaceutical ,32,MARRIED,NO,0,66771.21255,NO
32140,37,No schooling,Financial services ,19,SINGLE,YES,1,81771.21255,NO
32152,43,Doctorate,Software ,21,MARRIED,NO,1,78771.21255,NO
32166,53,High School,Hospitality ,34,SINGLE,NO,0,63771.21255,NO
32167,43,No schooling,Entertainment ,25,MARRIED,NO,0,61771.21255,NO
32171,53,No schooling,Defense ,35,MARRIED,YES,3,63771.21255,YES
32176,53,Bachelor,Financial services ,33,SINGLE,YES,0,97771.21255,YES
32177,39,Doctorate,Manufacturing,17,SINGLE,NO,0,75771.21255,YES
32181,40,Doctorate,Steel ,18,SINGLE,YES,0,70771.21255,NO
32182,43,Master,Transport ,22,SINGLE,YES,3,98771.21255,NO
32185,26,Bachelor,Defense ,6,MARRIED,YES,3,99771.21255,NO
32194,30,Bachelor,Petroleum ,10,SINGLE,YES,2,65771.21255,NO
32195,25,Master,Pharmaceutical ,4,SINGLE,NO,2,85771.21255,YES
32197,40,Master,Pharmaceutical ,19,SINGLE,YES,2,83771.21255,NO
32205,26,Doctorate,Manufacturing,4,SINGLE,YES,1,87771.21255,YES
32207,37,Master,Defense ,16,MARRIED,NO,1,74771.21255,YES
32213,47,Master,Pharmaceutical ,26,MARRIED,NO,0,88771.21255,YES
32215,37,No schooling,Financial services ,19,MARRIED,YES,3,58771.21255,YES
32227,39,Doctorate,Software ,17,SINGLE,YES,2,74771.21255,NO
32241,48,High School,Hospitality ,29,SINGLE,NO,1,94771.21255,NO
32242,52,No schooling,Entertainment ,34,MARRIED,NO,0,85771.21255,NO
32246,44,No schooling,Defense ,26,MARRIED,YES,0,82771.21255,NO
32251,48,Bachelor,Financial services ,28,SINGLE,YES,3,96771.21255,NO
32252,35,Doctorate,Manufacturing,13,SINGLE,NO,2,99771.21255,NO
32256,43,Doctorate,Steel ,21,SINGLE,NO,0,85771.21255,YES
32257,37,Master,Transport ,16,MARRIED,NO,0,90771.21255,YES
32260,52,Bachelor,Defense ,32,MARRIED,NO,0,67771.21255,YES
32269,34,Bachelor,Petroleum ,14,MARRIED,YES,0,63771.21255,YES
32270,27,Master,Pharmaceutical ,6,MARRIED,YES,2,63771.21255,NO
32272,44,Master,Pharmaceutical ,23,SINGLE,YES,2,83771.21255,YES
32280,44,Doctorate,Manufacturing,22,MARRIED,NO,2,76771.21255,YES
32282,38,Master,Defense ,17,SINGLE,NO,3,66771.21255,YES
32288,37,Master,Pharmaceutical ,16,MARRIED,NO,2,90771.21255,NO
32290,34,No schooling,Financial services ,16,SINGLE,NO,2,83771.21255,YES
32302,37,Doctorate,Software ,15,SINGLE,NO,0,84771.21255,NO
32316,48,High School,Hospitality ,29,MARRIED,NO,0,93771.21255,NO
32317,26,No schooling,Entertainment ,8,SINGLE,NO,3,80771.21255,NO
32321,43,No schooling,Defense ,25,SINGLE,YES,3,65771.21255,NO
32326,46,Bachelor,Financial services ,26,MARRIED,YES,1,83771.21255,NO
32327,44,Doctorate,Manufacturing,22,SINGLE,YES,3,79771.21255,NO
32331,46,Doctorate,Steel ,24,SINGLE,NO,3,82771.21255,NO
32332,36,Master,Transport ,15,SINGLE,YES,1,68771.21255,YES
32335,50,Bachelor,Defense ,30,SINGLE,NO,3,90771.21255,NO
32344,34,Bachelor,Petroleum ,14,MARRIED,NO,2,74771.21255,NO
32345,40,Master,Pharmaceutical ,19,MARRIED,NO,2,85771.21255,YES
32347,28,Master,Pharmaceutical ,7,SINGLE,YES,2,94771.21255,NO
32355,51,Doctorate,Manufacturing,29,MARRIED,YES,3,74771.21255,YES
32357,54,Master,Defense ,33,MARRIED,NO,3,78771.21255,YES
32363,27,Master,Pharmaceutical ,6,MARRIED,NO,2,93771.21255,NO
32365,52,No schooling,Financial services ,34,SINGLE,NO,2,64771.21255,NO
32377,33,Doctorate,Software ,11,SINGLE,YES,3,82771.21255,YES
32391,49,High School,Hospitality ,30,MARRIED,NO,1,73771.21255,NO
32392,54,No schooling,Entertainment ,36,MARRIED,NO,0,68771.21255,YES
32396,36,No schooling,Defense ,18,SINGLE,YES,3,79771.21255,NO
32401,34,Bachelor,Financial services ,14,SINGLE,NO,2,84771.21255,NO
32402,26,Doctorate,Manufacturing,4,SINGLE,NO,1,87771.21255,NO
32406,55,Doctorate,Steel ,33,SINGLE,NO,2,104771.2125,NO
32407,43,Master,Transport ,22,MARRIED,YES,2,67771.21255,NO
32410,55,Bachelor,Defense ,35,SINGLE,NO,2,83771.21255,NO
32419,25,Bachelor,Petroleum ,5,SINGLE,YES,0,77771.21255,YES
32420,44,Master,Pharmaceutical ,23,SINGLE,NO,2,63771.21255,NO
32422,30,Master,Pharmaceutical ,9,SINGLE,YES,3,82771.21255,YES
32430,49,Doctorate,Manufacturing,27,MARRIED,NO,3,80771.21255,NO
32432,32,Master,Defense ,11,SINGLE,YES,3,78771.21255,NO
32438,28,Master,Pharmaceutical ,7,SINGLE,NO,2,71771.21255,YES
32440,39,No schooling,Financial services ,21,MARRIED,NO,1,77771.21255,YES
32452,53,Doctorate,Software ,31,MARRIED,NO,1,78771.21255,YES
32466,31,High School,Hospitality ,12,SINGLE,YES,3,68771.21255,NO
32467,45,No schooling,Entertainment ,27,SINGLE,YES,2,59771.21255,NO
32471,33,No schooling,Defense ,15,MARRIED,NO,1,76771.21255,NO
32476,42,Bachelor,Financial services ,22,MARRIED,YES,3,78771.21255,NO
32477,45,Doctorate,Manufacturing,23,SINGLE,NO,1,87771.21255,YES
32481,53,Doctorate,Steel ,31,MARRIED,NO,2,82771.21255,NO
32482,33,Master,Transport ,12,SINGLE,YES,3,78771.21255,YES
32485,51,Bachelor,Defense ,31,MARRIED,YES,2,74771.21255,YES
32494,30,Bachelor,Petroleum ,10,SINGLE,NO,2,74771.21255,NO
32495,43,Master,Pharmaceutical ,22,MARRIED,YES,0,94771.21255,NO
32497,42,Master,Pharmaceutical ,21,SINGLE,NO,2,73771.21255,NO
32505,52,Doctorate,Manufacturing,30,MARRIED,YES,1,84771.21255,YES
32507,27,Master,Defense ,6,MARRIED,NO,1,70771.21255,YES
32513,33,Master,Pharmaceutical ,12,SINGLE,YES,0,71771.21255,YES
32515,32,No schooling,Financial services ,14,MARRIED,YES,2,75771.21255,NO
32527,52,Doctorate,Software ,30,MARRIED,NO,0,90771.21255,YES
32541,31,High School,Hospitality ,12,SINGLE,YES,3,87771.21255,YES
32542,35,No schooling,Entertainment ,17,MARRIED,NO,0,86771.21255,NO
32546,31,No schooling,Defense ,13,SINGLE,NO,3,80771.21255,YES
32551,42,Bachelor,Financial services ,22,MARRIED,YES,1,93771.21255,NO
32552,49,Doctorate,Manufacturing,27,MARRIED,YES,2,89771.21255,NO
32556,43,Doctorate,Steel ,21,SINGLE,YES,2,90771.21255,YES
32557,25,Master,Transport ,4,SINGLE,NO,1,72771.21255,YES
32560,35,Bachelor,Defense ,15,MARRIED,YES,0,69771.21255,YES
32569,40,Bachelor,Petroleum ,20,SINGLE,NO,1,75771.21255,YES
32570,44,Master,Pharmaceutical ,23,SINGLE,NO,1,84771.21255,NO
32572,45,Master,Pharmaceutical ,24,SINGLE,NO,0,84771.21255,NO
32580,47,Doctorate,Manufacturing,25,SINGLE,YES,2,72771.21255,NO
32582,33,Master,Defense ,12,SINGLE,NO,0,83771.21255,NO
32588,55,Master,Pharmaceutical ,34,SINGLE,YES,3,65771.21255,NO
32590,41,No schooling,Financial services ,23,SINGLE,YES,1,71771.21255,NO
32602,46,Doctorate,Software ,24,SINGLE,NO,3,91771.21255,NO
32616,33,High School,Hospitality ,14,SINGLE,YES,3,57771.21255,NO
32617,25,No schooling,Entertainment ,7,SINGLE,YES,2,86771.21255,NO
32621,45,No schooling,Defense ,27,SINGLE,YES,0,78771.21255,YES
32626,48,Bachelor,Financial services ,28,SINGLE,NO,3,71771.21255,NO
32627,25,Doctorate,Manufacturing,3,SINGLE,YES,0,87771.21255,NO
32631,32,Doctorate,Steel ,10,SINGLE,YES,3,79771.21255,YES
32632,35,Master,Transport ,14,SINGLE,NO,1,77771.21255,NO
32635,41,Bachelor,Defense ,21,MARRIED,NO,3,75771.21255,YES
32644,47,Bachelor,Petroleum ,27,SINGLE,YES,3,83771.21255,YES
32645,32,Master,Pharmaceutical ,11,SINGLE,NO,1,80771.21255,YES
32647,50,Master,Pharmaceutical ,29,MARRIED,YES,0,65771.21255,YES
32655,32,Doctorate,Manufacturing,10,SINGLE,NO,0,80771.21255,NO
32657,37,Master,Defense ,16,SINGLE,NO,1,81771.21255,NO
32663,38,Master,Pharmaceutical ,17,MARRIED,NO,1,75771.21255,NO
32665,55,No schooling,Financial services ,37,MARRIED,YES,2,61771.21255,YES
32677,41,Doctorate,Software ,19,MARRIED,NO,3,95771.21255,YES
32691,31,High School,Hospitality ,12,MARRIED,YES,0,93771.21255,NO
32692,51,No schooling,Entertainment ,33,SINGLE,YES,3,81771.21255,NO
32696,53,No schooling,Defense ,35,SINGLE,YES,3,72771.21255,YES
32701,35,Bachelor,Financial services ,15,SINGLE,YES,1,98771.21255,NO
32702,54,Doctorate,Manufacturing,32,SINGLE,YES,3,94771.21255,NO
32706,47,Doctorate,Steel ,25,MARRIED,NO,1,75771.21255,YES
32707,26,Master,Transport ,5,MARRIED,NO,1,88771.21255,NO
32710,49,Bachelor,Defense ,29,SINGLE,YES,2,64771.21255,YES
32719,40,Bachelor,Petroleum ,20,SINGLE,YES,3,83771.21255,NO
32720,31,Master,Pharmaceutical ,10,MARRIED,NO,3,91771.21255,NO
32722,36,Master,Pharmaceutical ,15,SINGLE,YES,2,80771.21255,NO
32730,31,Doctorate,Manufacturing,9,SINGLE,YES,2,89771.21255,YES
32732,31,Master,Defense ,10,SINGLE,NO,3,81771.21255,YES
32738,42,Master,Pharmaceutical ,21,SINGLE,NO,3,88771.21255,YES
32740,37,No schooling,Financial services ,19,MARRIED,YES,1,88771.21255,NO
32752,52,Doctorate,Software ,30,SINGLE,NO,2,92771.21255,YES
32766,30,High School,Hospitality ,11,SINGLE,NO,3,63771.21255,NO
32767,49,No schooling,Entertainment ,31,SINGLE,YES,1,61771.21255,NO
32771,41,No schooling,Defense ,23,SINGLE,YES,2,83771.21255,NO
32776,43,Bachelor,Financial services ,23,SINGLE,NO,3,93771.21255,NO
32777,49,Doctorate,Manufacturing,27,SINGLE,YES,1,75771.21255,NO
32781,43,Doctorate,Steel ,21,SINGLE,YES,2,69771.21255,YES
32782,35,Master,Transport ,14,SINGLE,NO,0,88771.21255,NO
32785,48,Bachelor,Defense ,28,SINGLE,YES,2,90771.21255,NO
32794,43,Bachelor,Petroleum ,23,SINGLE,NO,0,94771.21255,YES
32795,54,Master,Pharmaceutical ,33,SINGLE,NO,3,93771.21255,NO
32797,32,Master,Pharmaceutical ,11,SINGLE,YES,0,86771.21255,NO
32805,30,Doctorate,Manufacturing,8,MARRIED,YES,0,92771.21255,NO
32807,34,Master,Defense ,13,SINGLE,YES,1,96771.21255,YES
32813,36,Master,Pharmaceutical ,15,SINGLE,YES,2,79771.21255,NO
32815,27,No schooling,Financial services ,9,SINGLE,YES,2,91771.21255,NO
32827,46,Doctorate,Software ,24,MARRIED,NO,0,70771.21255,NO
32841,48,High School,Hospitality ,29,SINGLE,NO,2,69771.21255,YES
32842,30,No schooling,Entertainment ,12,MARRIED,YES,2,77771.21255,YES
32846,53,No schooling,Defense ,35,SINGLE,YES,1,60771.21255,NO
32851,53,Bachelor,Financial services ,33,SINGLE,YES,2,64771.21255,YES
32852,36,Doctorate,Manufacturing,14,SINGLE,NO,0,92771.21255,YES
32856,51,Doctorate,Steel ,29,SINGLE,YES,2,104771.2125,YES
32857,37,Master,Transport ,16,SINGLE,NO,1,88771.21255,YES
32860,54,Bachelor,Defense ,34,SINGLE,YES,1,79771.21255,NO
32869,36,Bachelor,Petroleum ,16,SINGLE,YES,3,60771.21255,YES
32870,38,Master,Pharmaceutical ,17,SINGLE,NO,3,76771.21255,NO
32872,53,Master,Pharmaceutical ,32,MARRIED,NO,1,82771.21255,NO
32880,52,Doctorate,Manufacturing,30,SINGLE,NO,3,88771.21255,NO
32882,54,Master,Defense ,33,SINGLE,NO,1,75771.21255,NO
32888,28,Master,Pharmaceutical ,7,SINGLE,NO,2,68771.21255,NO
32890,27,No schooling,Financial services ,9,SINGLE,NO,2,91771.21255,NO
32902,32,Doctorate,Software ,10,SINGLE,YES,0,71771.21255,YES
32916,46,High School,Hospitality ,27,SINGLE,YES,1,82771.21255,NO
32917,39,No schooling,Entertainment ,21,SINGLE,NO,0,71771.21255,YES
32921,44,No schooling,Defense ,26,SINGLE,NO,0,75771.21255,YES
32926,45,Bachelor,Financial services ,25,SINGLE,YES,0,91771.21255,YES
32927,32,Doctorate,Manufacturing,10,MARRIED,YES,2,90771.21255,YES
32931,55,Doctorate,Steel ,33,SINGLE,NO,3,80771.21255,YES
32932,55,Master,Transport ,34,MARRIED,NO,2,84771.21255,YES
32935,42,Bachelor,Defense ,22,MARRIED,YES,2,79771.21255,YES
32944,41,Bachelor,Petroleum ,21,SINGLE,NO,2,71771.21255,NO
32945,34,Master,Pharmaceutical ,13,SINGLE,NO,1,87771.21255,NO
32947,32,Master,Pharmaceutical ,11,SINGLE,YES,1,89771.21255,NO
32955,35,Doctorate,Manufacturing,13,SINGLE,YES,3,75771.21255,NO
32957,46,Master,Defense ,25,SINGLE,NO,3,85771.21255,NO
32963,53,Master,Pharmaceutical ,32,SINGLE,YES,3,89771.21255,YES
32965,30,No schooling,Financial services ,12,MARRIED,NO,2,77771.21255,YES
32977,52,Doctorate,Software ,30,SINGLE,NO,3,100771.2125,NO
32991,28,High School,Hospitality ,9,MARRIED,NO,3,69771.21255,NO
32992,51,No schooling,Entertainment ,33,SINGLE,NO,1,81771.21255,NO
32996,48,No schooling,Defense ,30,SINGLE,YES,2,84771.21255,NO
33001,30,Bachelor,Financial services ,10,MARRIED,NO,0,85771.21255,NO
33002,29,Doctorate,Manufacturing,7,MARRIED,NO,0,101771.2125,NO
33006,50,Doctorate,Steel ,28,SINGLE,YES,2,81771.21255,NO
33007,30,Master,Transport ,9,SINGLE,YES,3,76771.21255,NO
33010,28,Bachelor,Defense ,8,SINGLE,YES,1,69771.21255,YES
33019,35,Bachelor,Petroleum ,15,SINGLE,YES,3,69771.21255,NO
33020,52,Master,Pharmaceutical ,31,MARRIED,NO,1,80771.21255,NO
33022,25,Master,Pharmaceutical ,4,SINGLE,YES,0,80771.21255,YES
33030,39,Doctorate,Manufacturing,17,SINGLE,NO,3,72771.21255,YES
33032,30,Master,Defense ,9,SINGLE,NO,0,71771.21255,YES
33038,40,Master,Pharmaceutical ,19,SINGLE,YES,2,69771.21255,YES
33040,40,No schooling,Financial services ,22,SINGLE,YES,3,63771.21255,YES
33052,55,Doctorate,Software ,33,SINGLE,NO,3,92771.21255,NO
33066,44,High School,Hospitality ,25,SINGLE,YES,2,67771.21255,NO
33067,40,No schooling,Entertainment ,22,SINGLE,NO,3,76771.21255,NO
33071,44,No schooling,Defense ,26,SINGLE,YES,1,69771.21255,YES
33076,29,Bachelor,Financial services ,9,SINGLE,YES,0,88771.21255,YES
33077,28,Doctorate,Manufacturing,6,SINGLE,NO,0,100771.2125,NO
33081,55,Doctorate,Steel ,33,SINGLE,NO,3,65771.21255,NO
33082,43,Master,Transport ,22,MARRIED,YES,1,100771.2125,NO
33085,55,Bachelor,Defense ,35,MARRIED,NO,3,80771.21255,NO
33094,39,Bachelor,Petroleum ,19,MARRIED,YES,2,90771.21255,NO
33095,50,Master,Pharmaceutical ,29,SINGLE,YES,2,79771.21255,NO
33097,55,Master,Pharmaceutical ,34,SINGLE,NO,1,85771.21255,YES
33105,47,Doctorate,Manufacturing,25,SINGLE,NO,0,71771.21255,NO
33107,28,Master,Defense ,7,SINGLE,NO,1,67771.21255,NO
33113,39,Master,Pharmaceutical ,18,MARRIED,NO,3,81771.21255,NO
33115,34,No schooling,Financial services ,16,SINGLE,NO,1,84771.21255,NO
33127,42,Doctorate,Software ,20,SINGLE,YES,2,85771.21255,YES
33141,34,High School,Hospitality ,15,MARRIED,YES,0,84771.21255,NO
33142,35,No schooling,Entertainment ,17,SINGLE,NO,0,82771.21255,NO
33146,55,No schooling,Defense ,37,MARRIED,YES,1,66771.21255,YES
33151,29,Bachelor,Financial services ,9,MARRIED,YES,1,95771.21255,NO
33152,34,Doctorate,Manufacturing,12,SINGLE,YES,3,77771.21255,NO
33156,52,Doctorate,Steel ,30,SINGLE,YES,2,94771.21255,NO
33157,41,Master,Transport ,20,SINGLE,YES,1,75771.21255,NO
33160,45,Bachelor,Defense ,25,SINGLE,NO,2,77771.21255,YES
33169,40,Bachelor,Petroleum ,20,MARRIED,NO,0,69771.21255,NO
33170,28,Master,Pharmaceutical ,7,SINGLE,YES,1,97771.21255,NO
33172,36,Master,Pharmaceutical ,15,SINGLE,NO,0,79771.21255,YES
33180,47,Doctorate,Manufacturing,25,MARRIED,NO,1,82771.21255,NO
33182,44,Master,Defense ,23,SINGLE,YES,3,75771.21255,NO
33188,51,Master,Pharmaceutical ,30,SINGLE,NO,1,91771.21255,NO
33190,36,No schooling,Financial services ,18,SINGLE,NO,1,64771.21255,NO
33202,49,Doctorate,Software ,27,SINGLE,YES,3,93771.21255,YES
33216,48,High School,Hospitality ,29,MARRIED,YES,1,80771.21255,NO
33217,36,No schooling,Entertainment ,18,MARRIED,NO,0,69771.21255,YES
33221,44,No schooling,Defense ,26,MARRIED,NO,1,72771.21255,NO
33226,40,Bachelor,Financial services ,20,MARRIED,YES,3,70771.21255,NO
33227,33,Doctorate,Manufacturing,11,SINGLE,NO,2,102771.2125,YES
33231,50,Doctorate,Steel ,28,SINGLE,YES,2,98771.21255,NO
33232,32,Master,Transport ,11,SINGLE,YES,2,69771.21255,NO
33235,33,Bachelor,Defense ,13,MARRIED,YES,2,90771.21255,NO
33244,46,Bachelor,Petroleum ,26,MARRIED,NO,3,63771.21255,NO
33245,37,Master,Pharmaceutical ,16,SINGLE,NO,0,97771.21255,NO
33247,38,Master,Pharmaceutical ,17,MARRIED,YES,0,78771.21255,YES
33255,47,Doctorate,Manufacturing,25,SINGLE,NO,1,71771.21255,NO
33257,39,Master,Defense ,18,SINGLE,NO,3,86771.21255,NO
